10547	15642	1
1516	49609	1
63283	13289	1
41869	48628	1
65189	4602	1
31227	22936	1
21988	29254	2
13633	50090	1
51890	17967	1
47877	4267	1
6812	38242	2
56997	17125	1
11372	26546	2
35362	46815	1
53125	16304	1
19690	63672	2
31946	21206	2
47746	29693	1
34495	24079	1
12785	34149	1
28681	44012	1
57085	50669	1
7730	5182	2
35224	59620	4
23150	17565	5
63888	29962	2
55807	55349	1
47087	1644	1
16360	16914	2
48459	3949	1
33218	2613	1
2086	65164	2
23820	49832	4
29321	58315	109
8375	42106	1
26928	37057	1
20582	18478	2
22190	28313	1
23660	57414	14
22397	46810	1
9444	20749	1
11237	65251	1
10563	58324	7
1359	26923	1
9702	49818	6
30872	42920	8
52432	32958	2
42548	10716	4
17254	6333	1
3495	25630	1165
48439	30424	1
62687	3486	1
48902	19341	7
31799	7026	1
11220	54196	68
53837	20664	7
9410	65074	2
20379	19973	1
57862	21739	1
46896	2029	1
6021	12232	1
44949	58453	1
45191	21962	1
3633	62445	3
28295	7129	1
22539	11199	3
37553	19690	1
14685	20919	3
39032	46484	4
27945	50252	1
35144	16246	2
5380	44554	2
15784	25759	1
64527	8111	1
47498	45887	1
10140	53520	60
58120	55089	1
46437	37775	1
11515	50071	7
34684	39811	1
57200	57224	8
51010	29217	1
11378	159	1
50136	50410	2
46643	12545	1
35126	16251	1
28792	40506	2
60806	44576	2
730	59797	1
52687	48228	1
40149	62827	1
36212	32733	1
52381	17114	1
4972	63896	4
1649	39656	1
38171	58849	49
31344	23645	1
22530	42723	3
23804	7130	2
27597	4911	3
19675	62724	1
21163	48467	1
37694	16433	1
27508	38424	4
10694	14659	1
21117	50843	1
11951	57329	1
18040	64332	4
8907	23012	1
62692	10556	28
62669	35328	1
3869	28477	1
58973	26399	1
5664	17242	2
33529	33262	1
22153	53205	1
30450	43316	14
36136	2608	8
59749	63644	1
41033	4908	1
12768	62150	2
55751	24719	1
53943	8256	3
23515	62851	1
31268	20671	1
7871	28401	1
55999	11741	1
56879	49437	1
38140	62543	1
1143	6134	1
30269	23296	1
59339	60719	1
1077	29939	1
63328	60826	2
28048	38825	1
198	40816	2
35439	55950	3
65535	23846	1
64206	23514	6
21161	29938	1
44185	29033	1
58340	34649	1
40774	49683	1
18550	13378	2
46690	19693	1
19512	11424	24
42989	13315	1
6607	44066	1
43255	4399	1
39357	5767	1
43224	39555	3
46583	13127	1
29969	46582	1
36974	28639	1
4560	58135	5
58578	48745	1
21632	51382	2
17858	62406	2
35529	36408	3
10249	16683	1
56101	29761	1
28107	33555	3
43077	34715	1
12085	20796	1
39114	51442	2
26563	16803	1
25462	7610	2
29930	55431	1
54192	1368	24
18535	58752	1
59504	11577	1
41961	15600	3
62959	59820	1
12471	32952	3
30692	22720	4
49635	21258	9
52481	12207	13
54813	30022	1
46922	1362	2
50818	20500	2
52805	11845	5
37303	12731	1
19455	1698	3
2626	8111	1
3066	21161	7
1327	62570	1
32738	43289	1
12635	30161	1
37573	25106	1
63113	2729	1
47826	47213	1
23987	34771	1
59420	13264	4
64794	40806	6
14627	50076	1
61306	1896	2
61922	33074	2
14627	15841	1
34772	17253	1
23953	37838	1
38415	25280	5
34873	5617	1
3033	47508	3
35779	40606	1
7078	33356	2
43336	54904	8
15033	1787	1
24139	8917	1
15052	23397	1
49723	29679	1
7938	45494	2
31575	4324	1
13032	46202	2
20165	47804	37
63455	44118	1
20106	36334	2
3863	54979	1
41952	6896	16
36951	12195	3
47503	44029	1
45551	25303	1
33397	60585	7
27090	57537	9
3966	42142	2
15398	53690	2
6285	23336	1
33648	37860	12
27660	46680	60
18526	47826	2
28948	16446	2
26408	49054	2
52780	30271	1
38498	29196	2
37168	9913	23
41391	19135	1
53943	21407	1
44438	21804	2
16456	5992	8
13805	20422	1
48135	29204	1
8576	54420	4
52540	42224	4
26745	14665	5
23368	45271	1
62491	52316	11
61717	23363	1
35835	48962	1
53635	8797	1
12622	25267	1
18710	54014	2
44402	7117	1
9885	23304	3
28922	26341	1
29296	42727	1
46763	11895	1
6395	55340	5
780	58936	4
32028	27525	3
8065	55397	1
7260	5020	20
42177	3442	1
28383	12476	1
52404	16482	6
21273	65026	1
41749	39984	1
53504	20615	19
47101	63389	1
43919	10487	1
24194	7680	2
53215	5422	1
19575	59610	15
60762	20355	3
53010	27254	2
47880	61075	35
17115	55141	1
559	59293	13
58583	28943	1
6233	45451	1
45425	27507	1
44941	21639	1
1955	32910	5
42254	49056	2
30763	20638	1
59544	54958	2
28318	47223	1
60380	47893	1
41297	55606	1
2713	28772	1
17324	50593	1
24311	34440	7
40198	24871	1
28197	33245	1
53814	34430	2
13160	33703	1
61937	58102	1
55342	63892	2
25476	32061	3
47413	56239	1
52699	41421	1
45661	15481	1
23108	40505	1
63374	64405	1
30575	551	1
27641	47900	1
51145	51953	1
16804	25807	1
11288	45001	1
59053	65102	1
13895	6677	1
33269	10297	1
64779	23076	3
8653	24719	1
55137	56066	1
15423	42300	3
31951	61084	1
57781	55059	1
36054	55619	1
53929	1093	1
56171	16034	1
48993	41780	1
2451	261	3
2051	13739	1
45262	61104	2
13305	59158	1
2246	46575	1
3919	1489	1
4115	12572	1
26209	59252	1
3103	41632	1
36016	35054	2
37180	28261	1
24578	7698	2
18344	12971	1
8792	8979	1
29005	57785	5
50759	31457	1
58047	52811	11
45196	37773	1
48379	58502	1
31395	50625	15
39541	35314	1
52115	43656	1
47887	12788	1
37372	50990	2
54420	7852	4
20508	26064	12
36113	45086	1
33763	54457	1
58057	42555	1
63437	21527	11
34804	48660	4
52984	27315	1
35935	32644	1
65089	18779	1
25610	30948	2
3868	65151	1
727	55983	1
43271	48614	1
3235	15107	1
34068	57655	1
22959	54576	9
18184	59072	8
34127	51947	1
47994	26648	2
28966	45895	1
48175	63770	5
29019	35623	1
25550	64955	5
2732	25103	1
18198	28342	2
56051	22066	1
27958	56778	2
12514	5693	1
39856	15749	1
20801	8388	1
7869	43760	1
62965	26053	1
37297	31556	1
12464	19755	1
58204	41430	2
114	40844	2
39664	29133	1
10931	65214	1
28552	13663	1
24781	46750	1
42006	15297	3
3281	4428	1
6539	15795	13
10121	46396	1
31544	30922	2
54784	39413	1
9147	52213	1
65466	46444	2
18233	12394	1
663	10902	3
53824	777	1
51746	27953	1
29910	62677	1
27631	58463	1
10805	52413	1
39677	52811	11
2174	42958	2
57239	8713	1
58753	1824	1
55109	24762	1
32747	44358	1
64175	41894	1
31035	64106	1
22802	49269	1
10964	23465	1
60171	64789	1
24242	46381	1
27206	54152	2
43522	54837	1
47079	54327	3
41714	21221	1
41602	43888	2
64179	33305	1
52602	57397	1
35130	42175	5
16623	2341	1
20997	15262	1
44235	52033	1
13832	1501	19
35766	24797	1
24966	30401	1
24050	49208	2
11246	51256	2
37824	54768	48
40557	19368	3
43560	16736	8
40589	19626	1
60624	39232	16
52932	47690	2
31093	22526	1
24330	47716	2
24867	45327	3
62979	3566	1
31824	11275	1
5067	2054	1
36072	30033	9
32455	60122	1
13705	43701	1
45842	51529	1
32934	20864	2
5361	10958	1
37600	45950	50
30584	32688	8
19647	17980	1
14843	50740	1
40506	39173	43
32921	65373	7
18964	30364	4
3403	50789	1
41639	8470	1
52843	12176	1
38503	19763	1
6762	52208	2
63464	52605	1
38202	30862	2
7933	43563	1
41820	45533	1
23978	6869	1
12685	43625	5
24849	27528	3
28829	65356	1
1165	61750	5
65193	20130	3
26578	3061	1
5383	2682	1
11531	58226	1
14858	50035	1
12453	21620	1
36707	10382	1
8689	9373	1
41244	16622	2
52937	17529	1
62155	11379	1
24398	9305	1
55004	49247	1
36833	18297	1
49067	37999	1
14512	48725	1
58129	41090	1
51786	63512	2
43772	63317	1
56202	58630	2
47816	3120	8
14715	18988	1
13502	23404	2
28361	54746	1
40027	15762	1
6739	36646	1
27141	31137	3
45951	16609	17
14849	17249	1
34907	63916	1
55248	49419	3
47105	47841	1
24973	33355	1
45817	3210	1
31137	36483	3
61840	13417	1
39603	11019	3
32405	53105	5
34424	60767	1
42316	8915	1
10993	49055	1
45561	38135	1
14657	25977	1
54744	29506	2
43226	24115	1
27886	32938	2
7998	9456	6
15243	32972	1
42811	61060	1
36182	8412	2
32007	32486	1
21830	6075	5
43506	54235	1
59180	12394	2
49466	35960	2
21309	60460	1
19480	1334	2
33059	34137	1
27311	22267	1
63643	5001	1
46383	25993	1
37939	54381	1
35449	53182	1
21817	12725	1
48706	57999	1
21137	15178	1
24950	42967	1
21253	2920	1
31667	14897	1
15314	15597	1
50858	36623	1
10521	4802	7
37957	43580	1
38939	65269	1
312	37046	2
4734	46695	3
63039	42674	1
35540	32953	1
30320	57358	2
45678	13491	3
49821	1279	1
28669	9235	1
44247	49922	1
12155	10378	1
64819	27469	1
25975	50141	1
64092	36497	1
54943	36514	1
14541	28346	1
36247	14853	1
65392	40981	1
61548	62896	4
18119	31553	1
30313	48440	1
23375	10455	85
61931	7660	1
11734	25064	2
16896	55981	1
9450	29051	1
823	8733	1
56521	26799	1
58875	55077	3
63296	48282	2
26055	12301	1
11093	62302	1
27155	10949	1
37748	23167	1
8309	55867	7
54720	38622	6
38771	12559	1
49077	35166	3
20220	60812	4
60230	37116	2
51257	4144	1
631	52081	1
12878	57152	94
13344	6217	1
46694	11104	2
54499	7213	1
23405	56	1
3980	50560	20
11006	41728	2
8192	19315	1
32059	62912	1
57938	5295	1
9936	41479	1
40461	30156	3
36755	35156	1
1736	22477	7
39300	2367	3
9022	52178	2
59520	22366	2
58395	40678	1
33470	47359	1
47891	56875	1
47415	51871	1
41900	58421	1
28063	50092	7
12201	60123	147
47468	4603	1
65418	57404	2
46082	40343	1
22024	17302	2
9963	23760	27
39779	49264	1
26128	48801	1
35906	20112	2
5631	28766	1
60790	39101	1
10589	43145	1
30440	58004	4
29481	6804	3
50890	57544	2
56896	63091	7
52131	38829	3
2158	52013	13
30697	48240	1
26821	52722	1
6	36784	2
10946	39785	1
20512	37074	2
23050	56419	1
57186	28681	1
19649	52440	1
2246	30238	2
30050	32687	1
22706	59531	1
39491	8060	1
51539	30852	1
5615	38135	5
4145	7773	1
24612	34842	6
56014	51433	1
22028	56020	4
22682	32975	1
30270	43194	6
4513	53320	1
34077	61700	1
16466	53726	2
48604	18712	4
18428	13118	2
51399	41135	1
7113	25355	1
49195	58653	1
56207	54811	1
31252	60352	4
62584	55864	8
29658	53062	2
41762	51687	1
43547	64444	1
19126	8281	1
42102	23639	1
61601	10644	1
19803	12531	3
64370	2872	2
31244	17263	1
15990	17107	1
58398	23104	2
42462	42057	9
16221	33133	1
31332	47473	1
27949	28381	1
37801	57608	1
15907	14027	1
43759	59454	1
12935	62885	5
2199	55038	3
20988	63801	9
146	40792	2
10796	64516	4
43664	42040	8
16243	59654	1
59148	9105	3
17222	36074	2
51163	33443	1
3672	16959	3
15380	31621	1
45340	53182	2
23693	61248	29
1673	1916	1
55166	14609	1
64801	57366	1
4111	20254	1
55631	4257	1
61046	891	1
3237	39174	3
42932	19481	1
33292	36544	4
28586	50515	1
7082	14213	1
18422	10754	2
31173	33803	1
42376	10977	1
21449	533	1
6689	23122	1
2450	61856	2
37731	1715	1
53686	41842	2
21969	43781	1
46099	17479	1
44672	49337	1
56653	22068	1
3282	24410	2
58612	31868	4
9389	159	1
46082	27811	1
10913	11719	1
61614	53289	9
22696	17527	1
53823	29386	7
40650	56273	1
25706	12845	1
57988	13856	4
54688	14422	2
57637	35251	1
31901	36773	1
19052	23019	1
58842	22334	2
47429	51918	1
54203	56818	1
52077	34749	3
19093	62991	1
46468	15172	4
50744	3628	4
32699	39031	1
33014	7813	1
29768	58720	8
20659	22221	1
7040	9811	1
36643	64677	1
45062	3008	2
35915	64115	5
26027	29221	1
20913	7920	3
15603	9580	1
64738	2145	1
44329	18296	1
65136	25261	1
33468	50344	4
28890	631	1
23840	61904	16
8445	53608	1
55089	29104	1
10293	62129	1
38915	46936	1
61271	18441	1
49945	31650	5
17020	10436	4
60871	37934	1
18357	10938	3
47514	17559	3
13083	26308	1
35855	12683	1
51569	3787	7
63028	14923	1
4419	21332	1
11292	12864	12
9404	845	1
41968	19698	2
62974	15347	1
1098	58709	1
33788	51043	1
24823	50809	1
61480	20158	2
23207	14301	1
31097	5185	1
31860	44180	20
31493	2180	1
56864	17527	1
5967	54356	1
32450	10386	2
10152	43742	2
23250	19556	2
44587	65218	1
39254	42026	2
15029	40353	1
35199	48818	1
25860	60023	1
34091	21804	1
14645	57298	1
36105	45742	1
62483	2430	1
24387	28441	1
4610	15715	5
45968	10577	1
4535	12882	1
20964	14687	1
56625	44214	3
34243	35676	1
43897	7962	1
12166	58926	14
48315	47366	1
42208	8639	1
41853	10763	1
30444	56498	2
2525	1013	1
36705	65009	1
3443	61092	1
27914	8053	1
11271	8346	39
18631	15806	1
21228	39595	1
30493	12317	1
18273	64736	1
47994	62170	2
7162	60160	2
55561	55477	1
41990	32233	1
64117	18307	1
42997	29025	1
9270	45522	18
30038	45975	1
44995	33482	1
41531	7373	1
41535	52802	1
15719	60166	1
3072	36948	12
34225	33565	5
49265	52499	1
32765	31723	1
49133	39928	7
26348	39158	14
29869	2802	1
5856	28450	2
21110	48853	1
57475	30380	5
28839	21978	3
10819	8299	1
55460	52350	10
15672	31459	1
39616	31392	32
26090	42688	2
2804	60315	1
10717	52069	1
47278	43482	2
18257	30876	1
17874	44605	1
4498	47744	2
47407	10354	1
10658	2981	1
59207	2598	1
33361	22511	1
24576	44180	4
30810	14500	10
30994	46482	2
45959	5074	1
12338	6513	1
47762	15142	2
1293	58479	3
1676	48571	1
36426	19933	1
13911	54300	3
64538	18410	2
36508	46409	1
28764	47167	1
49391	22436	1
49765	17216	269
44947	8805	1
61397	10221	1
23305	26855	5
56703	3728	1
31930	3506	2
10242	14156	2
18648	11535	3
7100	20324	4
60106	43526	2
40257	8482	1
32290	39259	1
26892	3263	1
20133	55656	9
50430	3988	2
12556	34659	1
21204	57503	1
43464	17065	1
2188	1233	1
43921	58892	1
4961	10315	1
62398	15203	1
24471	15510	3
26738	31571	1
35835	21309	3
9561	10556	1
29791	41852	1
49816	56683	1
45115	4413	1
46803	30009	3
8401	59360	1
64668	29605	1
51327	42596	1
46671	53516	1
43829	25056	1
46872	48790	14
35371	43734	1
63994	59842	2
59244	25196	4
25878	29543	1
46505	35439	1
40100	10760	20
11755	24380	5
1907	56870	1
28793	48711	1
21343	37194	1
42535	20475	5
1263	28326	3
63071	47934	1
16306	41364	2
7454	63178	2
24619	42825	1
41376	23077	1
37132	35085	1
48273	63010	1
64628	29243	1
32913	39192	69
40003	44669	1
63572	41911	1
36003	26829	33
25086	57347	1
64023	2085	3
12286	65287	1
30411	9822	3
47685	46718	1
51186	55140	6
44360	10269	1
32429	20201	1
33346	4025	1
55286	16084	2
1499	54378	1
45327	34413	3
28035	19794	3
13546	26071	1
61705	49549	1
52901	21255	1
41360	51388	4
23340	53647	1
51139	53752	1
63469	33289	1
34934	49119	1
22893	13758	3
59389	55322	1
33959	27199	1
59348	23709	1
43283	60847	1
12552	23074	2
29724	40587	3
42869	43270	1
1122	39038	2
27284	54023	1
60294	3108	6
39876	18098	2
56755	25479	1
6314	54688	2
58768	41248	16
38272	16125	1
55007	32125	1
5912	23430	2
59324	65260	4
47140	37072	4
60571	59692	1
60146	24760	2
34743	37479	3
2494	35865	1
10982	29778	2
24353	5740	7
32887	64229	1
23838	24106	2
24172	30153	1
13259	17405	1
5865	51531	3
33530	60872	14
18120	39442	2
18767	11908	1
39166	371	1
48980	34202	2
60063	43591	1
58962	29270	2
15534	61456	2
65135	26516	7
25699	23952	1
32256	58586	2
22645	56095	5
17156	46818	2
20712	30415	1
64223	26577	1
16410	32217	3
21914	34530	2
6124	40681	1
46439	45290	1
41052	29883	3
13956	35579	1
7938	7382	2
64849	23473	1
3303	64448	1
49989	29002	1
22865	16710	5
22052	45510	74
7269	39208	1
26792	27981	1
4088	25479	1
54558	20498	2
57697	10936	1
55029	63821	1
51617	35932	1
43575	27133	1
279	57532	1
62712	8218	2
64914	62025	3
31691	2681	1
60938	16144	2
31683	18267	3
32854	53735	1
63777	40123	1
27408	25034	2
2568	31496	8
50513	57127	1
51994	42674	2
2527	41487	1
40959	54145	1
11883	18999	3
15742	12163	1
10995	12919	1
20381	10373	1
9408	52072	8
13055	4810	5
2680	44738	2
23077	35535	1
32938	21319	1
10122	60346	2
46353	12691	1
26306	31330	2
4282	12764	2
8469	6809	1
54252	49428	36
60954	599	1
2891	11161	1
12762	13886	2
24080	33143	1
24260	33488	4
19679	37315	1
38299	22360	1
16517	61376	1
57895	49455	5
17159	2481	1
44265	63512	1
15172	5035	1
29307	19454	1
17800	37776	8
26264	6516	4
21668	21682	2
7115	24560	5
32843	19878	1
38446	56923	1
53021	62706	1
24876	7165	1
34485	63175	95
29525	51003	1
59015	21884	1
34922	10639	1
24365	13652	1
8615	39538	1
18687	37922	1
58992	36487	1
10162	19720	2
43003	31831	1
41403	50119	1
56391	8710	1
4461	29301	3
98	57482	2
26472	24974	2
64647	60957	9
22613	28636	1
46424	16092	4
50520	15811	1
26731	9350	1
29463	35347	1
48888	48150	18
7733	42344	1
19102	17896	2
62065	62105	5
49727	37932	1
46688	40582	2
46642	51149	1
4347	46740	3
43096	30819	1
6178	42207	1
26241	28791	3
5308	7129	1
44884	55828	4
22940	6079	1
65178	52403	1
41426	48530	2
35018	49160	2
25339	54120	1
1520	21868	4
50689	51247	1
59800	31842	2
26293	40906	1
17455	30640	5
22111	60551	1
61460	28289	1
37223	22165	1
57081	42531	3
29294	36429	1
32823	52235	1
42508	32466	2
39102	18399	3
15460	8584	4
2023	40799	1
62704	3543	1
62667	47858	1
54790	56931	1
14164	15547	1
32302	31619	1
46187	54413	1
26635	42111	1
17166	63858	6
64276	8711	1
40853	28035	1
45140	8140	740
14734	22113	1
40606	53836	2
40512	56067	3
62421	42535	1
31330	59589	1
46078	28462	2
41911	35332	1
19857	56075	1
50879	52159	1
22159	31530	1
41036	48794	2
8106	58203	3
47116	6846	2
1378	22433	1
34881	46519	11
30573	49615	1
3096	5644	4
37916	43608	4
61711	34801	13
20607	27505	1
28854	1149	3
55967	5230	1
36481	10289	1
61305	21824	1
62448	17928	24
53354	37949	1
1186	61460	2
30616	48302	2
2771	31994	17
5199	37652	1
12977	35773	1
21732	16073	1
41417	59648	1
59681	37592	37
28913	14752	1
65097	57767	1
15901	55529	1
62997	52382	11
282	58767	3
8670	62730	510
11159	62025	1
35143	12346	1
57949	223	1
60648	60720	24
32218	312	2
32837	45195	1
36085	54569	1
61269	11966	1
48681	55414	1
49558	12058	2
4631	49119	1
4289	20532	1
39112	1751	1
7379	39394	1
60518	16049	1
36589	6141	1
12538	6196	2
18487	4952	1
6420	13600	20
136	38638	2
13912	32973	1
18297	49997	1
22006	14030	2
61963	5151	1
3909	45985	1
17209	8540	1
29568	21499	1
29072	3145	1
23250	36451	1
42539	18232	1
52501	13592	1
24373	65039	1
19789	42861	7
4455	26209	1
56461	4592	1
64847	4837	1
37565	17608	1
54834	59572	2
31639	51261	1
64723	35548	1
31710	16397	1
44088	61278	6
37896	7624	8
64423	61146	1
44076	41427	3
13842	31041	9
55019	38215	1
30544	9272	8
15540	35000	140
35481	6465	3
39592	34792	8
11302	11621	1
52401	600	3
5657	18504	1
51861	4845	3
54052	18035	1
21242	32604	494
13778	59138	2
40228	12665	1
54748	18768	4
54092	3054	2
49809	43576	1
41269	14818	1
52848	56810	2
49818	22794	6
63275	23874	1
57586	9042	2
35495	44451	1
9642	41153	1
62955	61504	1
45998	51471	1
14003	1704	1
18539	27781	1
60842	58768	2
40447	50054	1
12000	29003	1
53108	61810	2
7043	28841	1
11092	59892	4
20115	60910	5
17150	17855	5
19248	9200	16
26897	54743	13
53652	36539	1
30360	51071	1
32507	10822	1
37007	46511	1
12526	55546	2
8756	7832	44
48778	49203	1
57886	60779	1
12671	45458	1
57053	19714	1
8764	2609	1
14070	28879	1
63519	31220	1
46734	17231	1
40421	8095	1
6438	28537	1
44635	36799	1
14072	11606	2
47621	51079	7
58117	60148	1
41090	1338	2
2444	24332	4
50541	60331	1
19575	63212	1
40253	11092	1
17391	49017	3
13701	31461	3
12361	11684	1
62682	59095	1
28915	37567	1
1655	35354	1
568	46290	2
6617	14640	1
57896	54238	2
184	50478	2
48850	41274	2
51816	51295	1
70	36821	1
46090	19646	22
34498	20807	1
30738	51889	1
4289	44440	1
17814	16650	6
56124	14960	4
10209	19504	1
52527	11864	1
54858	53095	41
58154	61475	1
2200	50515	5
50177	2384	1
35457	33492	3
43658	21737	1
19251	43728	3
58558	65341	19
63374	27520	2
20612	28577	1
13873	24901	1
7481	31688	1
41551	63605	1
46648	51761	1
17573	33640	1
63625	6895	5
21199	56244	43
2834	23399	1
41223	53012	1
25783	11144	1
20968	3905	1
32881	40219	1
47634	25903	1
40024	45472	8
53424	60636	12
8513	1761	1
20002	15994	2
33449	61553	1
14064	14562	6
47778	31637	1
48202	45868	2
38533	3865	1
36576	41367	3
27265	12263	1
28843	53048	1
23407	49811	1
56954	56288	2
24494	39052	2
16655	64518	1
18988	4543	1
59619	27502	1
6305	14085	5
43496	39754	2
10102	57560	2
54316	57881	1
23662	36982	2
38213	62195	7
40848	9253	1
38026	2577	1
21516	1334	2
55625	44923	1
51145	47043	1
35675	10104	1
20559	52330	1
9086	39548	2
56874	3169	1
1514	63179	1
17254	45010	2
37397	27357	1
37035	26178	3
19702	60697	1
63160	57915	5
57356	38472	4
1632	29846	2
41049	23148	9
31180	31139	1
2535	16790	5
12646	38210	2
26894	33206	2
25004	35980	28
7218	16342	2
39150	8732	2
13985	56404	1
53742	51383	1
18225	25241	1
12025	37927	1
20402	9649	1
30306	12222	6
48122	31938	2
42069	23635	1
55086	7713	3
54774	57621	3
24503	1885	1
30295	51397	1
35091	55300	7
21842	42309	1
6106	60992	2
51041	20092	1
51860	39247	1
5939	4550	1
64489	17964	1
42477	19355	1
27613	7248	1
31578	10199	1
39186	8111	1
33835	28737	1
15824	23073	1
20822	40328	2
24958	51118	2
26189	60049	1
40882	48031	1
36822	46988	34
43487	22327	1
1544	29812	4
61575	7483	1
34362	60528	6
25447	11303	1
14347	53061	1
18551	45925	1
63260	57738	2
54036	31559	19
20939	4325	1
54633	41761	1
44653	14055	1
27343	5306	1
8569	2689	1
53338	45391	1
49678	31289	1
2183	51222	1
61101	63758	1
58706	29927	1
58750	18617	1
41231	7561	1
6142	59782	2
53487	3867	3
51984	41987	1
35426	7387	1
46312	24523	1
49149	25429	1
38579	10956	1
30736	47148	4
13646	18538	2
27003	63324	3
49827	29186	1
49010	45393	1
27408	42180	12
9784	20622	2
60798	51015	3
28184	1404	52
45262	16135	7
5271	31710	21
58122	40698	18
39098	38899	1
65221	22711	13
64328	38264	8
33667	29528	1
19876	47313	1
48066	46880	2
45101	32358	1
10530	28576	2
12215	37939	1
5220	21999	3
58561	482	1
7479	21209	1
1887	52741	1
37344	7158	6
18915	29931	3
47856	58013	1
3294	47542	2
15188	2086	2
20270	48856	2
31615	40147	1
30633	14145	3
21491	10199	1
46503	32021	1
38775	58718	11
4424	43995	7
15182	62986	2
44478	22661	1
18659	46365	1
9866	56004	2
53523	28781	1
20399	35844	1
21259	23693	1
17850	36447	3
25779	38120	1
19767	57394	1
12731	50401	1
6004	34222	2
60600	52507	1
708	33839	1
45690	5132	2
12298	60872	2
2582	56776	2
17997	21242	1
37605	27863	1
11710	25593	1
56644	32109	7
61437	12367	1
55802	13751	1
48815	16045	5
51871	3046	1
7904	64603	1
53447	13908	19
33289	48511	1
879	33997	1
16814	46569	1
39130	29113	7
41905	41712	1
20353	59902	1
62954	57959	1
22229	9128	1
18016	13338	2
41237	13917	1
25705	31503	1
27668	8984	4
47549	14003	1
12031	55453	1
13070	65478	2
3825	46360	5
48454	4704	14
14821	65268	1
51274	53951	1
28845	27643	1
30128	49199	1
22010	27546	2
41622	44239	1
36675	59638	1
57577	12376	13
8019	17747	1
43880	35687	1
26731	25893	1
49690	38762	2
15810	62761	1
38705	19635	5
43585	21623	1
24339	58406	19
21355	10077	1
46822	50201	1
37721	11414	1
33864	59731	1
38960	9950	10
38434	10099	1
4052	30476	4
22476	12071	1
48223	820	1
47758	9418	2
26713	31912	1
48181	42523	1
29137	21350	1
62158	7186	2
42973	20961	1
57	64328	1
31039	46879	1
48993	3224	1
58293	17321	1
62955	31717	1
27271	35853	1
41817	31323	159
793	64293	1
43394	49016	2
65113	25616	1
58435	26290	5
57529	41080	1
3277	21130	1
62430	65435	5
28317	39867	3
20860	28374	2
38659	51899	1
9717	22117	1
55123	2474	1
39438	52542	126
34191	1174	1
22860	10472	4
32497	23653	1
9229	10356	1
7134	8806	2
35972	33	1
35096	27965	1
41113	38373	1
49096	38007	1
38272	11877	1
12338	59133	1
40251	50997	3
45496	49968	8
7578	35084	2
52442	47017	1
22090	21097	1
48191	44950	1
31570	15152	2
3068	40799	1
25508	10202	2
49606	61481	1
10235	19166	1
23910	51348	6
57540	7470	30
23819	30276	1
19347	36157	1
23873	59598	1
21618	3834	18
44030	29197	7
38918	30936	2
10678	61008	2
52034	58869	1
40423	18068	1
8485	43491	1
58867	33994	1
53693	42937	1
29939	63928	1
62104	53849	1
49740	54108	12
61320	8023	1
18848	15131	1
44180	42722	2
9194	262	2
46556	53224	4
29459	19938	1
18625	40137	1
15410	5123	1
33470	55833	1
23191	41956	1
33788	16522	2
10414	21945	1
59460	40353	3
